,token,score,match
4042,Landaver,80,landero
4043,alaua,80,laura
4044,Rason,89,raon
4045,Cortina,100,cortina
4046,Nufio,80,nuflo
4047,Christoval,84,cristobal
4048,Ubago,89,bago
4049,piçarro,92,pizarro
4050,J,50,jan
4051,Juarez,100,juarez
4052,Manzano,100,manzano
4053,lllescas,88,illescas
4054,arellano,100,arellano
4055,Corbett,77,cortit
4056,Santander,100,santander
4057,Acetamos,77,camos
4058,savedra,93,saavedra
4059,Pizarra,86,pizarro
4060,Fax,67,lax
4061,ochoa,100,ochoa
4062,arriaga,100,arriaga
4063,jotes,80,ortes
4064,FERAN,91,fernan
4065,lara-,100,lara
4066,SCHUTT,91,schut
4067,anitua,91,antuña
4068,Hiraldes,88,giraldes
4069,Varnuevo,88,barnuevo
4070,sacristan,100,sacristan
4071,MURILLO,100,murillo
4072,GUADIX,100,guadix
4073,Tanco,100,tanco
4074,Olmedo,100,olmedo
4075,añas,100,añas
4076,muncho,77,juancho
4077,SANCHEZ,100,sanchez
4078,palomo,100,palomo
4079,GARZON,100,garzon
4080,inendoga,71,tienda
4081,zurbaran,80,azurara
4082,velafco,86,velasco
4083,Arevalo,100,arevalo
4084,haya,100,haya
4085,Magestad,71,marestany
4086,RIBASSANDOVAL,76,sandoval
4087,casaus,100,casaus
4088,bieron,83,bierna
4089,calbo,89,cabo
4090,Nuñez,100,nuñez
4091,altares,86,alvares
4092,aparexar,71,pareja
4093,abley,83,pambley
4094,vicente,100,vicente
4095,ynbentario,71,notario
4096,joan,100,joan
4097,Armente,88,sarmenter
4098,Guillena,93,guillen
4099,ARUAS,89,aras
4100,rrescivo,80,restivo
4101,Ybarra,100,ybarra
4102,MARTINEZDIMAS,76,martinez
4103,Cristobal,100,cristobal
4104,rrenuescas,67,rusca
4105,Aviles,100,aviles
4106,Balles,92,batlles
4107,Montedoza,88,mondoza
4108,merced,86,mercedes
4109,moneret,83,moret
4110,Gande,91,grande
4111,cabrera,100,cabrera
4112,Samra,89,sama
4113,Vazquez,100,vazquez
4114,Rinquel,80,riquelme
4115,Ladros,83,claros
4116,Acacio,100,acacio
4117,setecientos,71,setien
4118,CRUZ,86,cru
4119,Teba,80,trueba
4120,Mogrovejo,100,mogrovejo
4121,QUIROS,100,quiros
4122,quintero,100,quintero
4123,SevillaPedro,76,sevillano
4124,Mosquera,100,mosquera
4125,Dorman,83,dormay
4126,manzano,100,manzano
4127,jaque,91,jarque
4128,Capote,83,aponte
4129,Tamayo,100,tamayo
4130,baena,100,baena
4131,Mayor,100,mayor
4132,Gayoso,100,gayoso
4133,mendiola,100,mendiola
4134,Acenfio,80,ascencio
4135,Yglesias,88,iglesias
4136,Rufo,100,rufo
4137,Mancosa,83,manco
4138,BERLANGA,100,berlanga
4139,enrriques,89,henriques
4140,dauila,83,davila
4141,Machuca,100,machuca
4142,rresciui,71,escoiquiz
4143,sorribas,100,sorribas
4144,Bilches,86,vilches
4145,monxe,80,monge
4146,Camargas,88,camarasa
4147,niebes,83,nieves
4148,Guevara,100,guevara
4149,anrriquez,82,enriquez
4150,Florencio,100,florencio
4151,buestra,83,buesa
4152,Roelas,100,roelas
4153,FAS,75,fages
4154,Benuenucto,74,benedicto
4155,neueros,92,nueros
4156,Gomez,100,gomez
4157,Nuñes,80,nogues
4158,Abaasquita,74,arasqueta
4159,ARTENSECALATRADA,67,escalada
4160,Andrade,100,andrade
4161,NARDI,100,nardi
4162,ARMEDIA,93,armendia
4163,ciega,80,cieza
4164,Simoins,83,simon
4165,Ouiedo,83,oviedo
4166,Tyrado,83,tirado
4167,sarauia,86,sarasua
4168,berbum,80,brum
4169,docampo,100,docampo
4170,Corte,100,corte
4171,baltaffar,82,baltasar
4172,vara,100,vara
4173,Joachin,86,joachim
4174,ceruantes,89,cervantes
4175,Zapita,83,apoita
4176,Carvayo,80,carvalho
4177,Cabrera,100,cabrera
4178,Arcediano,82,marciano
4179,Yta,67,yraeta
4180,CHAMORRO,100,chamorro
4181,Felguera,100,felguera
4182,barbara,100,barbara
4183,LEJALDE,100,lejalde
4184,gines,100,gines
4185,Moralesfranco,70,morales
4186,Lasas,80,lamas
4187,predro,91,pedro
4188,Calero,100,calero
4189,audres,83,andres
4190,Riveras,92,rieras
4191,Pizon,91,pinzon
4192,colmenares,100,colmenares
4193,calatayud,100,calatayud
4194,Areno,80,arnao
4195,hortis,86,hortigas
4196,maldonodo,89,maldonado
4197,batista,100,batista
4198,Uernaue,77,guerau
4199,monserrate,100,monserrate
4200,Bustamante,100,bustamante
4201,Esquerer,75,ezquerro
4202,Pinero,91,piñero
4203,Roa,100,roa
4204,Ines,100,ines
4205,Señorr,80,serra
4206,parecio,83,recio
4207,morillo,100,morillo
4208,Cordero,100,cordero
4209,Ocano,89,cano
4210,alaras,83,latras
4211,Sacramento,100,sacramento
4212,azedo,91,alzedo
4213,Navalla,83,naval
4214,Victores,100,victores
4215,ciud,86,cid
4216,NIETA,83,iniesta
4217,CAMPOBRIN,89,camprobin
4218,gutierres,94,gutierre
4219,descalona,94,escalona
4220,Criado,100,criado
4221,baucel,77,bucelli
4222,BALTHAZAR,94,baltazar
4223,Cerigo,86,cervigon
4224,tirado,100,tirado
4225,descacena,75,calcena
4226,estepa,92,estepar
4227,artiaga,92,artiga
4228,San,100,sanç
4229,Centeno,100,centeno
4230,rubricadoAntonio,61,antonio
4231,THOMAS,100,thomas
4232,Castejon,100,castejon
4233,beydaçar,73,beda
4234,Acosser,77,ossera
4235,ARENAS,100,arenas
4236,ydalgo,80,yago
4237,balberde,80,balerdi
4238,Cavallero,100,cavallero
4239,Elvira,100,elvira
4240,feRer,91,ferrer
4241,FEILPE,83,felipe
4242,MENESESOSORIO,70,meneses
4243,useda,80,uceda
4244,sabzedo,77,sacedo
4245,Anhular,71,manuela
4246,llera,89,lera
4247,Brabo,80,balbo
4248,Andujar,100,andujar
4249,GABRIEL,100,gabriel
4250,galiano,93,galdiano
4251,guadis,83,guadix
4252,rubricadojuan,63,rubian
4253,Jaramielo,89,jaramillo
4254,Micaela,100,micaela
4255,usseda,73,ussel
4256,VERDUGO,100,verdugo
4257,Felice,100,felice
4258,foria,83,florian
4259,mienbro,73,miro
4260,Rivero,100,rivero
4261,Volmes,77,colomes
4262,sses,75,seso
4263,Salcedouna,82,salceda
4264,Gareja,83,pareja
4265,Gabiola,86,gabilan
4266,PIZARRO,100,pizarro
4267,Pierres,100,pierres
4268,Guandeola,78,guardiola
4269,suprior,71,guirior
4270,uera,80,guerau
4271,acer,89,acero
4272,BARONA,100,barona
4273,Mateos,100,mateos
4274,arzediano,78,aureliano
4275,llebar,73,yebar
4276,mathias,100,mathias
4277,Gallenato,80,gallen
4278,Unavides,82,benavides
4279,Vaesa,83,vallesa
4280,caxa,100,caxa
4281,alcanse,86,alcayne
4282,Manzanedo,100,manzanedo
4283,Ana,100,ana
4284,prespectiba,67,escriba
4285,Monbritte,71,monforte
4286,Canise,80,cane
4287,Posada,100,posada
4288,Alhondiga,75,valonga
4289,Galiardo,88,gallardo
4290,Leca,100,leca
4291,Murga,100,murga
4292,LAZO,80,laszlo
4293,lazebo,73,acebo
4294,Panon,100,panon
4295,leal,100,leal
4296,Fria,89,frisa
4297,Steuan,77,esteban
4298,caravajal,94,carvajal
4299,vasques,86,vasquez
4300,monxa,75,mon
4301,Dominguez,100,dominguez
4302,BALDES,83,balbes
4303,Crexensan,78,cregenzan
4304,Resurecion,67,asuncion
4305,HERNANDEZ,100,hernandez
4306,melchora,93,melchor
4307,Jara,100,jara
4308,narbaes,83,arañes
4309,tonio,83,antonio
4310,Monzerrate,90,monserrate
4311,Nauas,80,navas
4312,Peña,100,peña
4313,Milan,100,milan
4314,vielma,91,viela
4315,hortigosa,100,hortigosa
4316,gasso,100,gasso
4317,Rasionero,75,rondero
4318,Sanbitoret,80,sanvitores
4319,Justicio,88,justicia
4320,aranburu,88,aramburu
4321,Roys,86,ros
4322,medinilla,100,medinilla
4323,nufio,80,nuflo
4324,seuillaAlonso,73,sevillano
4325,Rubio,100,rubio
4326,Reber,73,robert
4327,Carreta,92,careta
4328,Arispe,83,arizpe
4329,Uzeda,80,uceda
4330,aillon,86,antillon
4331,esclaua,80,escalada
4332,Sandobal,88,sandoval
4333,massa,83,camassa
4334,Limpias,100,limpias
4335,Latencio,82,laurencio
4336,gongora,100,gongora
4337,ambrosio,100,ambrosio
4338,Retablo,77,rabelo
4339,Trono,83,trojano
4340,alava,100,alava
4341,fuente,100,fuente
4342,rubricado—martin,69,martiniano
4343,Leonisio,86,leonis
4344,Quadrado,100,quadrado
4345,Estrada,100,estrada
4346,oidores,77,ozores
4347,Arma,89,parma
4348,Lechuga,100,lechuga
4349,BOVADILLA,89,bobadilla
4350,vazques,86,vazquez
4351,rrivera,92,rivera
4352,Regajal,77,grajal
4353,gales,100,gales
4354,Barcansel,82,arcangel
4355,Bobadillo,89,bobadilla
4356,Boldoque,88,bolduque
4357,JUANES,100,juanes
4358,baltafar,88,baltasar
4359,osorio,100,osorio
4360,JOSPEH,83,joseph
4361,nonbraredes,74,monardes
4362,LA,100,la
4363,gonzalo,100,gonzalo
4364,FERRADO,93,ferrando
4365,Tadeo,100,tadeo
4366,Velaffco,80,velasco
4367,descamilla,95,escamilla
4368,laçaro,91,lazaro
4369,Labrador,100,labrador
4370,Francefco,89,francesco
4371,cabesas,86,cabezas
4372,Urtiaga,80,urquiaga
4373,amaral,91,marçal
4374,Rubines,93,rubianes
4375,casas,100,casas
4376,Mesia,100,mesia
4377,Moreno,100,moreno
4378,Firma,91,firmat
4379,bendido,80,benedito
4380,TELLO,100,tello
4381,Goberri,83,gorri
4382,tumulo,73,tulio
4383,rregio,83,orrego
4384,Reales,86,arenales
4385,manzanedo,100,manzanedo
4386,josephe,92,joseph
4387,piñera,100,piñera
4388,JOSE,100,jose
4389,ymagines,77,gines
4390,alvaro,100,alvaro
4391,AlarconSimon,74,alarcon
4392,ana,100,ana
4393,rubricado-Sebastian,64,sebastian
4394,Verdugo,100,verdugo
4395,graviel,80,granvela
4396,Fr,67,fray
4397,CONTRERAS,100,contreras
4398,Bruno,100,bruno
4399,Maron,91,marañon
4400,Minjares,100,minjares
4401,vallejo,100,vallejo
4402,SALINAS,100,salinas
4403,BRAÑA,80,barata
4404,layne,91,laynez
4405,Anselmo,100,anselmo
4406,Paisoles,75,aurioles
4407,anfi,89,banfi
4408,çarauia,83,arauza
4409,Tazon,80,tacon
4410,real,100,real
4411,Platero,86,paterno
4412,Mugaburu,75,muguruza
4413,Bilbao,100,bilbao
4414,rruis,89,ruis
4415,rrebenga,80,revenga
4416,lorenza,100,lorenza
4417,chamorro,100,chamorro
4418,Cordoda,86,cordoba
4419,Sepulveda,100,sepulveda
4420,ARCE,100,arce
4421,crespo,100,crespo]
4422,Carmana,86,carmona
4423,Xacinto,86,jacinto
4424,jimenes,86,jimenez
4425,aobecios,71,obiols
4426,gome,89,gomes
4427,Alberto,100,alberto
4428,Pacheco,100,pacheco
4429,Calçada,92,calzada
4430,Virgen,73,irene
4431,le,80,ley
4432,rubricado-Juan,67,juanico
4433,Balon,91,bailon
4434,Alvaro,100,alvaro
4435,Muñiz,100,muñiz
4436,Zuñiga,77,ezquiaga
4437,madronero,80,manero
4438,josses,91,josse
4439,boza,100,boza
4440,Alcantud,71,alcantara
4441,ufeda,80,uceda
4442,ffray,89,fray
4443,Laque,83,blanque
4444,ROPA,86,roa
4445,Habania,77,abadia
4446,Mathias,100,mathias
4447,Sevillano,100,sevillano
4448,Zaya,80,zayyan
4449,cana,89,canga
4450,vera,100,vera
4451,asfarate,82,basarrate
4452,migajon,77,manjon
4453,tremiño,91,temiño
4454,villavicencio,100,villavicencio
4455,placido,100,placido
4456,modeñin,77,modenes
4457,Roldan,100,roldan
4458,Montenegro,100,montenegro
4459,arnao,100,arnao
4460,mendieta,100,mendieta
4461,Jeronima,100,jeronima
4462,Larzca,83,luarca
4463,Legala,83,legasa
4464,Anduxar,86,andujar
4465,maeda,100,maeda
4466,Mantin,92,mantino
4467,Avellaneda,100,avellaneda
4468,albarez,86,alvarez
4469,arnes,91,warnes
4470,Tinajero,100,tinajero
4471,ZURIETA,86,urbieta
4472,saladar,86,salazar
4473,Caron,91,carton
4474,romualdo,100,romualdo
4475,coen,75,ocon
4476,forero,83,forner
4477,Bermundo,93,bermudo
4478,Crucificado,71,criado
4479,Carmona,100,carmona
4480,Sarmiento,100,sarmiento
4481,Monzon,100,monzon
4482,esquibel,88,esquivel
4483,Anxela,83,angela
4484,samiguel,86,miguel
4485,Cavila,91,cavia
4486,Gabriel,100,gabriel
4487,HERESUELO,84,herrezuelo
4488,Moyna,89,moya
4489,Patron,100,patron
4490,CARREÑOMIRANDA,76,carreira
4491,jaciton,86,jacinto
4492,Urtaben,73,aben
4493,Lais,89,olais
4494,paredinas,88,pardiñas
4495,Sra,86,sora
4496,reina,100,reina
4497,Salbiche,75,calviche
4498,Bogueles,78,nogueroles
4499,Siliceo,100,siliceo
4500,Acerdian,86,cerdan
4501,herado,86,hernando
4502,Gascola,83,gasca
4503,Urbano,100,urbano
4504,tejeda,100,tejeda
4505,arguello,100,arguello
4506,obiedo,83,oviedo
4507,Plazas,91,plaza
4508,granja,83,grajal
4509,Albuquerque,100,albuquerque
4510,prefo,80,preto
4511,gruefo,80,rufo
4512,Rostro,77,rosario
4513,Bustos,100,bustos
4514,ynes,89,yanes
4515,Saitores,89,sanvitores
4516,Montañez,100,montañez
4517,siguienteen,70,sirviente
4518,jusoribus,71,joris
4519,Vares,89,ares
4520,xijon,100,xijon
4521,Santos,86,tosantos
4522,fandoual,75,sandoval
4523,mas,100,mas
4524,calles,83,carles
4525,CRESPO,100,crespo]
4526,Xuares,83,xuarez
4527,Panades,83,panes
4528,sayz,86,saz
4529,Fracisco,94,francisco
4530,guarde,83,guarda
4531,vezinos,77,zainos
4532,hocho,80,hacho
4533,napoles,100,napoles
4534,valle,100,valle
4535,Heronimo,88,geronimo
4536,Vena,89,veana
4537,Hermosa,100,hermosa
4538,Pimenttel,94,pimentel
4539,Lorrio,91,orrio
4540,ramirez,100,ramirez
4541,santisteban,100,santisteban
4542,ESCHUT,91,schut
4543,baldibieso,80,valdivieso
4544,sandoual,88,sandoval
4545,Capitan,82,capistrano
4546,Canela,100,canela
4547,DIAS,89,dimas
4548,Laynes,83,laines
4549,Roger,100,roger
4550,Benita,100,benita
4551,caler,91,calero
4552,Raton,89,raon
4553,Fuenmayor,100,fuenmayor
4554,Zarco,89,arco
4555,Palomares,100,palomares
4556,Bormes,91,bores
4557,yuso,100,yuso
4558,Sachez,92,sanchez
4559,Ignacio,100,ignacio
4560,Albarada,80,baranda
4561,Noticiero,71,otero
4562,ysidoro,86,isidoro
4563,Curul,75,cru
4564,Alejandro,100,alejandro
4565,piñar,100,piar
4566,Barbosa,100,barbosa
4567,marron,100,marron
4568,sandoval,100,sandoval
4569,Arguela,86,argueta
4570,sanches,86,sanchez
4571,JORDAN,100,jordan
4572,velasco,100,velasco
4573,Reinosso,93,reinoso
4574,Rosel,91,rosell
4575,nosters,73,oses
4576,Esteuan,86,esteban
4577,JOYA,75,joan
4578,Panyagua,88,paniagua
4579,nauidad,67,nadal
4580,tason,80,tacon
4581,Grado,100,grado
4582,Garrasin,86,garrin
4583,do,100,do
4584,cavsa,89,cava
4585,Conejo,100,conejo
4586,Arebalo,86,arevalo
4587,selizeo,77,eliseo
4588,IPOLITO,93,hipolito
4589,maeftro,86,maestro
4590,tejada,100,tejada
4591,Valenangel,74,santangel
4592,Benedicto,100,benedicto
4593,Cerdan,100,cerdan
4594,BARCO,100,barco
4595,montañessebastian,72,sebastian
4596,TERRONES,80,terrers
4597,Tomasa,100,tomasa
4598,Iten,80,ituren
4599,Hervas,100,hervas
4600,Diaz,100,diaz
4601,Bergara,86,bergada
4602,CARPIO,100,carpio
4603,mexico,80,mico
4604,jacome,100,jacome
4605,Mechor,92,melchor
4606,escruo,77,escardo
4607,Ydobo,67,cobo
4608,quarenta,80,armenta
4609,baupta,80,bauça
4610,Noceda,83,nuceda
4611,gracia,100,gracia
4612,parecera,86,parera
4613,padua,100,padua
4614,gomez,100,gomez
4615,Salvago,100,salvago
4616,araujo,100,araujo
4617,Redondo,100,redondo
4618,Pineday,92,pineda
4619,seraphin,80,serafin
4620,Ruyz,86,ruy
4621,deuzeda,73,deza
4622,officiales,71,criales
4623,beato,100,beato
4624,marlesi,83,arles
4625,jarafi,80,jara
4626,Lucena,100,lucena
4627,rejero,83,tejero
4628,Cancagorta,80,ascargorta
4629,ynazio,77,nazario
4630,Bacca,89,baca
4631,ZARATE,86,azcarate
4632,Carmelita,88,carmela
4633,BEJARANO,100,bejarano
4634,sancho,100,sancho
4635,antunez,100,antunez
4636,Carbajal,100,carbajal
4637,GARZIA,92,garziga
4638,Barca,100,barca
4639,Bienes,80,ines
4640,serrajero,75,serrano
4641,ESPINOSA,100,espinosa
4642,MONSADA,86,moncada
4643,Gallego,100,gallego
4644,Felis,89,feli
4645,CAMARA,100,camara
4646,mandaredes,78,monardes
4647,xaymes,73,james
4648,portocarrero,100,portocarrero
4649,MEJlA,80,mella
4650,SIMON,100,simon
4651,niculas,86,nicolas
4652,padilla,100,padilla
4653,Madrigal,100,madrigal
4654,Falcanete,89,falconete
4655,Prados,91,prado
4656,Cabañuela,78,cabanellas
4657,Romay,100,romay
4658,eraso,100,eraso
4659,genoua,73,ugena
4660,Alfaro,100,alfaro
4661,mariana,100,mariana
4662,Carranza,100,carranza
4663,siliceo,100,siliceo
4664,Altamirrano,95,altamirano
4665,Aguero,100,aguero
4666,molin,91,molina
4667,uafques,77,arques
4668,Managa,77,manurga
4669,biarte,86,brisarte
4670,Prada,100,prada
4671,fruteros,86,frutos
4672,CESAR,100,cesar
4673,bisente,71,vicente
4674,caraza,86,carranza
4675,Valenciano,100,valenciano
4676,Valencia,100,valencia
4677,oliuares,88,olibares
4678,las,86,blas
4679,Sagrario,86,sarrio
4680,caluo,89,calo
4681,baldivia,88,valdivia
4682,medina,100,medina
4683,Faix,75,foix
4684,belazquez,94,blazquez
4685,Prieto,100,prieto
4686,Villarroel,100,villarroel
4687,ps,80,pes
4688,acofta,83,acosta
4689,fferretefranco,67,ferrera
4690,Cataño,100,cataño
4691,bine,86,bie
4692,madrinas,86,marina
4693,Ciprion,86,scipion
4694,mozo,100,mozo
4695,guillermo,100,guillermo
4696,zersen,83,fersen
4697,rregidor,71,egidio
4698,Torquemada,100,torquemada
4699,barrera,100,barrera
4700,Rema,86,rea
4701,BILLAVICENCIO,92,villavicencio
4702,ALCANTUD,71,alcantara
4703,Pesquel,80,esquivel
4704,Ponce,100,ponce
4705,carranco,88,carrasco
4706,petronila,100,petronila
4707,Machado,100,machado
4708,Collado,100,collado
4709,lara,100,lara
4710,oliberos,88,oliveros
4711,Vagas,91,vargas
4712,Wormer,83,dormer
4713,Reseui,77,retegui
4714,ssanta,83,susana
4715,donato,100,donato
4716,Almonte,83,monte
4717,Gueso,80,egues
4718,billalobos,90,villalobos
4719,teneys,77,tenesor
4720,ffaxardo,80,fajardo
4721,eredia,92,heredia
4722,rromero,92,romero
4723,maqueda,100,maqueda
4724,Ayllon,100,ayllon
4725,serafin,100,serafin
4726,Recibi,73,recio
4727,FAMON,80,ramon
4728,vafquez,86,vazquez
4729,gibaxa,83,gibaja
4730,Reynal,91,reyna
4731,Zafra,100,zafra
4732,haçer,80,haller
4733,Gaudioso,100,gaudioso
4734,SILVA,100,silva
4735,Casco,100,casco
4736,canzino,86,cansino
4737,hera,100,hera
4738,polma,89,pola
4739,texada,100,texada
4740,Eminente,100,eminente
4741,barrionueuo,91,barrionuevo
4742,Hilario,100,hilario
4743,cotte,89,cote
4744,ynstanzia,78,constanza
4745,ZESAR,80,cesar
4746,Merchan,88,merchante
4747,BAUTISTA,100,bautista
4748,lucente,88,lucientes
4749,ynfante,86,infante
4750,Baptista,100,baptista
4751,Carrasquilla,100,carrasquilla
4752,tabera,83,tavera
4753,asan,86,sanç
4754,bruñida,77,brianda
4755,MOLDES,100,moldes
4756,marquina,100,marquina
4757,rrioxa,77,arriola
4758,Reverendisimo,67,resendio
4759,Madrid,100,madrid
4760,Gutierre,100,gutierre
4761,Piti,75,pini
4762,orejuela,100,orejuela
4763,gijon,100,gijon
4764,Patriarcas,78,petrarca
4765,cerbantes,89,cervantes
4766,tello,100,tello
4767,Montalvo,100,montalvo
4768,Aramos,91,ramos
4769,joseph,100,joseph
4770,PEDRO,100,pedro
4771,balbuena,100,balbuena
4772,Bovis,80,boisa
4773,juares,83,juanes
4774,Becerra,100,becerra
4775,ZARCOSA,86,zacosta
4776,Marquez,100,marquez
4777,urnaberos,75,riberos
4778,Duran,100,duran
4779,Ortenegra,80,ortega
4780,Guejar,100,guejar
4781,Chinchetru,100,chinchetru
4782,Peñafiel,100,peñafiel
4783,berdugo,86,verdugo
4784,jixon,80,jiron
4785,Aguilar,100,aguilar
4786,Cosme,100,cosme
4787,Escudero,100,escudero
4788,Jusepe,100,jusepe
4789,Grantela,88,granvela
4790,medariaga,89,madariaga
4791,Cespedes,100,cespedes
4792,minjares,100,minjares
4793,Sierpe,100,sierpe
4794,serafines,88,serafin
4795,cristoval,89,cristobal
4796,cortes,100,cortes
4797,rubricadoAmbrosio,64,ambrosio
4798,alonço,91,alonso
4799,loayssa,92,loaysa
4800,Cabrejas,100,cabrejas
4801,Bejarano,100,bejarano
4802,Marcelo,100,marcelo
4803,gustin,92,agustin
4804,provifor,71,rovira
4805,Laureana,88,laureano
4806,Luciana,100,luciana
4807,yepes,100,yepes
4808,Lizama,83,lezama
4809,Roxas,80,rojas
4810,Montejer,88,monteser
4811,laguna,100,laguna
4812,Alphonsa,71,alonso
4813,Cleopatra,71,clara
4814,bernadino,95,bernardino
4815,CAMPO,100,campo
4816,rondan,91,ronda
4817,Elena,100,elena
4818,quinto,100,quinto
4819,aver,89,xaver
4820,Santisimo,89,santisima
4821,abalos,86,caballos
4822,Virabedra,82,iravedra
4823,almeyda,100,almeyda
4824,salcedo,100,salcedo
4825,Avendaño,100,avendaño
4826,cangastineo,78,cansino
4827,favian,83,fabian
4828,Igla,80,cigala
4829,ojeda,100,ojeda
4830,Marco,100,marco
4831,Oñate,100,oñate
4832,Farfan,100,farfan
4833,Ocan,86,oca
4834,Pluyns,67,planes
4835,Sanaria,93,sanabria
4836,Eufemio,71,eugenio
4837,Fernandes,100,fernandes
4838,Linan,89,liñan
4839,campania,93,campana
4840,Piña,100,piña
4841,Bega,89,buega
4842,--,0,abd
4843,CLEMENTE,100,clemente
4844,Remate,80,mate
4845,Triana,100,triana
4846,monfalbe,75,montalbo
4847,Escoval,77,escala
4848,Salinas,100,salinas
4849,Ypenarieta,84,ypeñarreta
4850,biscayno,75,vizcayno
4851,Felipe,100,felipe
4852,ponen,80,ponce
4853,Yañez,100,yañez
4854,Isidora,92,isidra
4855,Faloran,86,florian
4856,dexe,75,rexe
4857,Doncla,83,doncel
4858,Cuerva,100,cuerva
4859,Eluira,83,elvira
4860,Recalde,100,recalde
4861,acipres,83,cires
4862,Villavizencio,92,villavicencio
4863,revolledo,89,rebolledo
4864,pereda,100,pereda
4865,Osinaga,75,rostriaga
4866,recebir,67,echeberz
4867,cardoso,100,cardoso
4868,gastado,93,gastaldo
4869,Borques,92,boques
4870,christo,92,cristo
4871,salto,89,salt
4872,Hurtado,100,hurtado
4873,Ruesga,100,ruesga
4874,Ronquillo,100,ronquillo
4875,francisco,100,francisco
4876,belasco,92,blasco
4877,Luna,100,luna
4878,calzon,83,carlon
4879,Espinda,92,espina
4880,quadrado,100,quadrado
4881,membrillo,75,morillo
4882,Duincuelt,67,advincula
4883,hedad,73,eudald
4884,lahaya,80,laya
4885,faustino,100,faustino
4886,Cordoua,86,cordoba
4887,Guerta,83,guerau
4888,oliver,100,oliver
4889,Patricio,100,patricio
4890,castillejo,100,castillejo
4891,ubiedo,77,quebedo
4892,Ochasareta,76,echazarreta
4893,alberto,100,alberto
4894,arratia,100,arratia
4895,Sambrano,88,zambrano
4896,Biquera,80,bisquert
4897,Carrion,100,carrion
4898,peñaflor,73,flor
4899,Velasquez,100,velasquez
4900,TERAN,100,teran
4901,Parras,100,parras
4902,leonor,100,leonor
4903,Ondero,92,rondero
4904,ffrai,73,efraim
4905,Guadalquivir,67,guadalupe
4906,probincias,75,princi
4907,Urbaneja,88,orbaneja
4908,uasquez,86,vasquez
4909,DEL,75,fidel
4910,bileza,83,biezma
4911,profesare,71,presa
4912,rrubio,91,rubio
4913,Arzovispo,67,arlovi
4914,Ylustrisimo,60,eleuterio
4915,de,80,der
4916,Riquel,86,riquelme
4917,isabel,100,isabel
4918,bandeluira,82,bandera
4919,Gamarra,100,gamarra
4920,Lobo,100,lobo
4921,Cardena,93,cardenas
4922,Jofre,100,jofre
4923,Ucles,80,coles
4924,Miguela,92,miguel
4925,parraga,100,parraga
4926,Pora,89,porta
4927,Alsicolla,75,losilla
4928,bermudez,100,bermudez
4929,NICOLAS,100,nicolas
4930,roelas,100,roelas
4931,melendez,100,melendez
4932,Rages,83,aragues
4933,Alcala,83,alcaya
4934,Encalada,100,encalada
4935,Rioja,100,rioja
4936,biuero,77,baciero
4937,najara,83,najera
4938,harce,89,arce
4939,urbino,83,urbain
4940,Sosa,100,sosa
4941,ROSA,100,rosa
4942,Portel,92,portell
4943,COSME,100,cosme
4944,YNASIUS,67,tasis
4945,negrete,100,negrete
4946,AMBROSIO,100,ambrosio
4947,Mar,100,mar
4948,Jiron,100,jiron
4949,Palencia,100,palencia
4950,jacinto,100,jacinto
4951,CABALLERO,100,caballero
4952,omniun,67,romani
4953,gaynça,80,gauna
4954,legotte,71,valette
4955,covarrubias,100,covarrubias
4956,Borja,100,borja
4957,Losano,83,lozano
4958,frncisca,94,francisca
4959,Tamariz,100,tamariz
4960,Valladolid,100,valladolid
4961,Grande,100,grande
4962,Coruchi,80,carduchi
4963,flecher,100,flecher
4964,RUIZ,100,ruiz
4965,justino,100,justino
4966,alcedo,100,alcedo
4967,jurado8,92,jurado
4968,flamenco,71,florencio
4969,testamentos,74,tosantos
4970,gonsalo,92,gonçalo
4971,roque,100,roque
4972,belez,83,belezar
4973,LLANOS,100,llanos
4974,Grijalva,100,grijalva
4975,Villanueva,100,villanueva
4976,Josue,89,jose
4977,sotarripa,80,sarria
4978,Martos,100,martos
4979,machado,100,machado
4980,Flandes,100,flandes
4981,Cena,86,cea
4982,Retuerta,100,retuerta
4983,migues,83,miguel
4984,Castellanos,100,castellanos
4985,Dupues,73,dueñas
4986,Estrada-,100,estrada
4987,llebando,80,leandro
4988,BRABO,80,balbo
4989,Acauna,83,axcana
4990,Enderica,80,enderiz
4991,quinientos,75,quinto
4992,ALCANTEIES,78,alcanyis
4993,tamayo,100,tamayo
4994,Loyola,100,loyola
4995,Peñalosa,100,peñalosa
4996,orduña,100,orduña
4997,plazencia,89,plasencia
4998,Aznar,100,aznar
4999,Santofincia,78,antonia
5000,Aygo,80,sayago
5001,no,80,nuño
5002,Medrano,100,medrano
5003,ulloa,100,ulloa
5004,ffernandes,95,fernandes
5005,Laca,80,blanca
5006,Roberto,100,roberto
5007,velasques,89,velasquez
5008,Luxan,100,luxan
5009,Christo,92,cristo
5010,despinosa,94,espinosa
5011,garci,100,garci
5012,mañuela,92,manuela
5013,Mayllo,83,ayllon
5014,balduque,100,balduque
5015,luysa,80,luisa
5016,xpbal,67,paul
5017,Laguna,100,laguna
5018,escobar,100,escobar
5019,Suares,83,soares
5020,mandandome,74,manzanedo
5021,Merced,86,mercedes
5022,mahomad,92,mahoma
5023,terfon,77,tesifon
5024,Elbira,83,elvira
5025,valdevieso,90,valdivieso
5026,VAN,100,van
5027,solis,100,solis
